Ligne,Traduction,Espaces placés au début,Révision 2022 (pour référence)
24033,"Je songeai qu'en gros, c'était du pain.",,大雑把に言うとパンだ、と思った。
24034,"Réaliste, je songeai qu'il s'agissait d'une minibombe.",,現実的に小型爆薬だ、と思った。
24035,Je songeai qu'il avait dû être dévoré par une sorte de chien.,,犬か何かに食いちぎられたのでは、と思った。
24036,Je songeai qu'expliquer la mort de M. Tokitsu Yorihiko serait ardu.,,土桔由里彦氏の死がネックだ、と思った。
24037,Je songeai que s'abstenir de rire une nuit serait aisé.,,たしかに一晩笑わないのなんて簡単、と思った。
24038,Je songeai à faire remarquer qu'une personne manquait à l'appel.,,……そろそろひとり足りない事を指摘すべきだろうか、と思った。
24039,Je songeai que le témoignage de Tsukiji était étrange.,,槻司の話はおかしい、と思った。
24040,Je songeai que le témoignage d'Aozaki était étrange.,,蒼崎の話はおかしい、と思った。
24041,Je songeai que le témoignage de Beo était irritant.,,ベオの話はむかつく、と思った。
24042,Je songeai que les témoignages de Tsukiji et Aozaki étaient étranges.,,槻司と蒼崎の話はおかしい、と思った。
24043,Je songeai que les témoignages de Tsukiji et Beo étaient étranges.,,槻司とベオの話はおかしい、と思った。
24044,Je songeai que les témoignages d'Aozaki et Beo étaient étranges.,,蒼崎とベオの話はおかしい、と思った。
24045,Je songeai que le témoignage de Shizuki était étrange.,,静希の話はおかしい、と思った。
24046,Je songeai que le témoignage de Kuonji était étrange.,,久遠寺さんの話はおかしい、と思った。
24047,Je me demandai avec inquiétude si mon histoire concordait.,,わたしの話は合っているだろうか、と不安に思った。
24048,Je songeai que les témoignages de Shizuki et Kuonji étaient étranges.,,静希と久遠寺さんの話はおかしい、と思った。
24049,Je songeai que le témoignage de Shizuki et le mien étaient étranges.,,静希とわたしの話はおかしい、と思った。
24050,Je songeai que le témoignage de Kuonji et le mien étaient étranges.,,久遠寺さんとわたしの話はおかしい、と思った。
24051,Je songeai que le témoignage de père Eiri était étrange.,,詠梨神父の話はおかしい、と思った。
24052,Je songeai que le témoignage de la sœur était étrange.,,シスターの話はおかしい、と思った。
24053,Je songeai que le témoignage de Ritsuka était étrange.,,律架さんの話はおかしい、と思った。
24054,Je songeai que nous devrions attendre jusqu'au matin dans nos chambres.,,それぞれ客室で朝まで過ごすべきでは、と思った。
24055,Je songeai que nous devrions écouter le témoignage de Riddell.,,その前に、リデルのアリバイ検証もするべきだ、と思った。
24056,Je décidai de jeter un petit coup d'œil dans le couloir.,,ちらっと廊下を盗み見たい、と思った。
24057,Je décidai de la laisser tranquille.,,そっとしておこう、と思った。
24058,Je songeai qu'il fallait se ranger à cet avis.,,その意見に賛成するべきだ、と思った。
24059,Je songeai que cette idée était dangereuse.,,それは危険だ、と思った。
24060,Je songeai qu'il y avait une treizième personne.,,十三人目の存在がいるからだ、と思った。
24061,Je songeai qu'il fallait parler de cet étrange sentiment ressenti en découvrant que le fil du téléphone avait disparu.,,電話線がなくなっていた時の、あの違和感について追求するべきだからだ、と思った。
24062,Je songeai qu'il était dangereux de laisser Aoko seule.,,……蒼崎をひとりにするのは危険だ、と思った。
24063,Je songeai qu'il était préférable d'attendre le retour du trio ici.,,……ここで三人の帰りを待つべきだ、と思った。
24064,Je songeai que c'était un signe de sa mort imminente.,,すごい死亡フラグだ、と思った。
24065,Je songeai que cette personne aussi avait...,,そういえばあの人も……、と思った。
24066,Je pensais enfin pouvoir dormir sur mes deux oreilles.,,あとは安心して眠れる、と思った。
24067,Je pensais que ce ne serait peut-être pas le cas.,,……本当にそうだろうか？　と思った。
24068,Je me dis que ça devait être entre 14 et 16 heures.,,１４時～１６時の間？　と思った。
24069,Je me dis que ça devait être entre 16 et 18 heures.,,１６時～１８時の間？　と思った。
24070,Je me dis que ça devait être entre 18 et 20 heures.,,１８時～２０時の間？　と思った。
24071,Je me dis que ça devait être entre 20 et 22 heures.,,２０時～２２時の間？　と思った。
24072,Je me dis que ça devait être entre 22 heures et minuit.,,２２時～０時の間？　と思った。
24073,"Je... Je songeai qu'il suffirait de fermer à clef, et que de toute façon, j'aurais du mal à dormir si j'acceptais.",,か、鍵をかければ安全だし、そんなことされたら逆に眠れない！　と思った。
24074,"Je... Je songeai qu'au regard de la situation, c'était inévitable.",,そ、そういうコトなら、仕方がない、と思った。
24075,Je songeai qu'il valait mieux fuir jusqu'au matin.,,朝まで逃げるべきだ、と思った。
24076,Je songeai qu'il fallait identifier le coupable.,,犯人を推理すべきだ、と思った。
24077,Aoko Aozaki,,蒼崎 青子
24078,Alice Kuonji,,久遠寺 有珠
24079,Sōjūrō Shizuki,,静希 草十郎
24080,Tōko Aozaki,,蒼崎 橙子
24081,Tobimaru Tsukiji,,槻司 鳶丸
24082,Suivant,,次へ
24083,Hōsuke Kinomi,,木乃美 芳助
24084,Kojika Kumari,,久万梨 金鹿
24085,Lugh Beowulf,,ルゥ・ベオウルフ
24086,Eiri Fumizuka,,文柄 詠梨
24087,Ritsuka Suse,,周瀬 律架
24088,Suivant,,次へ
24089,Yuika Suse,,周瀬 唯架
24090,Kazuki Yamashiro,,山城 和樹
24091,Yurihiko Tokitsu,,土桔 由里彦
24092,May Riddell Archelot,,メイ・リデル・アーシェロット
24093,Retour,,戻る
24094,Je me demandai si Kuonji était vraiment innocente.,,久遠寺さんは本当に潔癖か？と思った。
24095,Je me demandai pourquoi M. Tokitsu avait organisé une fête d'anniversaire.,,土桔氏はどうして誕生会を？と思った。
24096,Je me dis qu'il y avait deux sortes de coupables.,,殺人は二種類に分けられる？と思った。
24097,Je songeai au crochetage de Ritsuka.,,律架さんのピッキング……！と思った。
24098,Je me dis que son nom trahissait sa véritable nature.,,名は体を表す、と思った。
24099,Qui possédait ce fameux “prana” ?,,魔力とやらを持っているのは誰だ、と思った。
24100,Qui avait pu activer le Ploy ?,,プロイとやらを起動できたのは誰だ、と思った。
24101,Qui était resté à la vue de tout le monde en permanence ?,,常にみんなに見られていたのは誰だ、と思った。
24102,Aoko Aozaki,,蒼崎 青子
24103,Alice Kuonji,,久遠寺 有珠
24104,Sōjūrō Shizuki,,静希 草十郎
24105,Tōko Aozaki,,蒼崎 橙子
24106,Tobimaru Tsukiji,,槻司 鳶丸
24107,Suivant,,次へ
24108,Hōsuke Kinomi,,木乃美 芳助
24109,Kojika Kumari,,久万梨 金鹿
24110,Lugh Beowulf,,ルゥ・ベオウルフ
24111,Eiri Fumizuka,,文柄 詠梨
24112,Ritsuka Suse,,周瀬 律架
24113,Suivant,,次へ
24114,Yuika Suse,,周瀬 唯架
24115,Kazuki Yamashiro,,山城 和樹
24116,Yurihiko Tokitsu,,土桔 由里彦
24117,May Riddell Archelot,,メイ・リデル・アーシェロット
24118,Retour,,戻る
24119,Le fait que je faisais erreur depuis le début.,,はじめから間違えていたからだ、と思った。
24120,Le fait que j'ai survécu jusqu'à la fin.,,最後まで生き残ったからだ、と思った。
24121,J'avais enfin acquis la certitude que ces choix qui devenaient réalité étaient une preuve irréfutable.,,そもそもこの、思った通りになる選択肢こそが証拠だと、わたしはようやく確信した。
24122,,,Tea Time^Little happening of last night
24123,,,Tea Time^night's
24124,,,Tea Time^Blues in her name
24125,,,Tea Time^Night of the witches I
24126,,,Tea Time^Night of the witches II
24127,,,Tea Time^Like a dog.
24128,,,Tea Time^Are you for real ?
24129,,,Tea Time^ARE YOU FOR REAL !?
24130,,,"Tea Time^SCARRED,SCAR RED."
24131,,,Tea Time^HOWLING
24132,,,Tea Time^WITCH ON THE HOLY NIGHT I
24133,,,Tea Time^WITCH ON THE HOLY NIGHT II
24134,,,Tea Time^A tale of the star
